                 U ___bzero
                 U ___memcpy_chk
                 U ___stderrp
                 U ___stdoutp
                 U __exit
                 U _alarm
                 U _atexit
                 U _backtrace
                 U _backtrace_symbols
                 U _backtrace_symbols_fd
                 U _clock_gettime
                 U _close
                 U _cos
                 U _dladdr
                 U _fclose
                 U _fflush
                 U _fgets
                 U _fopen
                 U _fputc
                 U _fread
                 U _free
                 U _fscanf
                 U _fseek
                 U _ftell
                 U _fwrite
                 U _getenv
                 U _longjmp
                 U _malloc
                 U _memcmp
                 U _memcpy
                 U _memset
                 U _open
                 U _perror
                 U _pthread_attr_init
                 U _pthread_attr_setstacksize
                 U _pthread_create
                 U _pthread_detach
                 U _pthread_equal
                 U _pthread_join
                 U _pthread_self
                 U _pthread_sigmask
                 U _rename
                 U _setjmp
                 U _sigaction
                 U _sigaltstack
                 U _signal
                 U _sleep
                 U _sscanf
                 U _strcmp
                 U _strlen
                 U _strncpy
                 U _time
                 U _usleep
                 U _write
000000010006e610 t _xenolift_fn_80019744
000000010006e6b0 t _xenolift_fn_80019748
000000010006e740 t _xenolift_fn_8001974C
000000010006e7c0 t _xenolift_fn_80019754
000000010006e820 t _xenolift_fn_80019758
000000010006e850 t _xenolift_fn_8001975C
000000010006e880 t _xenolift_fn_80019760
000000010006e930 t _xenolift_fn_80019764
000000010006e9d0 t _xenolift_fn_80019768
000000010006ea60 t _xenolift_fn_80019770
000000010006ead0 t _xenolift_fn_80019774
000000010006eb20 t _xenolift_fn_8001977C
000000010006ebd0 t _xenolift_fn_80019780
000000010006ec70 t _xenolift_fn_80019784
000000010006ecf0 t _xenolift_fn_80019788
000000010006ed60 t _xenolift_fn_8001978C
000000010006eda0 t _xenolift_fn_80019790
000000010006edd0 t _xenolift_fn_80019794
000000010006ee70 t _xenolift_fn_80019798
000000010006ef00 t _xenolift_fn_8001979C
000000010006ef80 t _xenolift_fn_800197A0
000000010006eff0 t _xenolift_fn_800197A4
000000010006f050 t _xenolift_fn_800197A8
000000010006f0a0 t _xenolift_fn_800197AC
000000010006f0d0 t _xenolift_fn_800197B0
000000010006f100 t _xenolift_fn_800197B4
000000010006f1a0 t _xenolift_fn_800197B8
000000010006f1d0 t _xenolift_fn_800197BC
000000010006f290 t _xenolift_fn_800197C0
000000010006f330 t _xenolift_fn_800197C4
000000010006f3c0 t _xenolift_fn_800197C8
000000010006f430 t _xenolift_fn_800197CC
000000010006f460 t _xenolift_fn_800197D0
000000010006f510 t _xenolift_fn_800197D4
000000010006f5b0 t _xenolift_fn_800197D8
000000010006f640 t _xenolift_fn_800197DC
000000010006f6c0 t _xenolift_fn_800197E0
000000010006f730 t _xenolift_fn_800197E4
000000010006f770 t _xenolift_fn_800197E8
000000010006f7a0 t _xenolift_fn_800197EC
000000010006f840 t _xenolift_fn_800197F0
000000010006f8d0 t _xenolift_fn_800197F4
000000010006f950 t _xenolift_fn_800197F8
000000010006f9c0 t _xenolift_fn_800197FC
000000010006fa20 t _xenolift_fn_80019800
000000010006fa70 t _xenolift_fn_80019804
000000010006faa0 t _xenolift_fn_80019808
000000010006fad0 t _xenolift_fn_8001980C
000000010006fb70 t _xenolift_fn_80019810
000000010006fba0 t _xenolift_fn_80019814
000000010006fc60 t _xenolift_fn_80019818
000000010006fd00 t _xenolift_fn_8001981C
000000010006fd90 t _xenolift_fn_80019820
000000010006fe00 t _xenolift_fn_80019824
000000010006fe30 t _xenolift_fn_80019828
000000010006fee0 t _xenolift_fn_8001982C
000000010006ff80 t _xenolift_fn_80019830
0000000100070010 t _xenolift_fn_80019834
0000000100070090 t _xenolift_fn_80019838
0000000100070100 t _xenolift_fn_8001983C
0000000100070150 t _xenolift_fn_80019840
0000000100070180 t _xenolift_fn_80019844
00000001000701b0 t _xenolift_fn_80019848
0000000100070260 t _xenolift_fn_8001984C
0000000100070300 t _xenolift_fn_80019850
0000000100070390 t _xenolift_fn_80019854
0000000100070410 t _xenolift_fn_80019858
0000000100070480 t _xenolift_fn_8001985C
00000001000704e0 t _xenolift_fn_80019860
0000000100070530 t _xenolift_fn_80019864
0000000100070570 t _xenolift_fn_80019868
00000001000705a0 t _xenolift_fn_80019870
0000000100070650 t _xenolift_fn_80019878
00000001000706f0 t _xenolift_fn_80019880
0000000100070770 t _xenolift_fn_80019884
00000001000707c0 t _xenolift_fn_80019888
0000000100070800 t _xenolift_fn_80019890
00000001000708c0 t _xenolift_fn_80019894
0000000100070960 t _xenolift_fn_8001989C
00000001000709e0 t _xenolift_fn_800198A4
0000000100070a30 t _xenolift_fn_800198AC
0000000100070ae0 t _xenolift_fn_800198B4
0000000100070b60 t _xenolift_fn_800198B8
0000000100070bd0 t _xenolift_fn_800198C0
0000000100070c00 t _xenolift_fn_800198C4
0000000100070c90 t _xenolift_fn_800198C8
0000000100070d20 t _xenolift_fn_800198CC
0000000100070da0 t _xenolift_fn_800198D4
0000000100070df0 t _xenolift_fn_800198D8
0000000100070e20 t _xenolift_fn_800198DC
0000000100070e50 t _xenolift_fn_800198E0
0000000100070f20 t _xenolift_fn_800198E4
0000000100070f90 t _xenolift_fn_800198EC
0000000100070fd0 t _xenolift_fn_800198F4
00000001000710c0 t _xenolift_fn_800198FC
0000000100071140 t _xenolift_fn_80019900
00000001000711b0 t _xenolift_fn_8001990C
00000001000711f0 t _xenolift_fn_80019914
00000001000712e0 t _xenolift_fn_8001991C
0000000100071350 t _xenolift_fn_80019924
00000001000713b0 t _xenolift_fn_8001992C
00000001000713e0 t _xenolift_fn_80019930
0000000100071410 t _xenolift_fn_80019934
00000001000714e0 t _xenolift_fn_80019938
0000000100071560 t _xenolift_fn_8001993C
00000001000715c0 t _xenolift_fn_80019940
0000000100071610 t _xenolift_fn_80019944
0000000100071640 t _xenolift_fn_80019948
00000001000716d0 t _xenolift_fn_8001994C
0000000100071750 t _xenolift_fn_80019950
00000001000717b0 t _xenolift_fn_80019954
0000000100071800 t _xenolift_fn_80019958
0000000100071830 t _xenolift_fn_8001996C_ChangeGameState
0000000100071920 t _xenolift_fn_80019970
00000001000719c0 t _xenolift_fn_80019974
0000000100071a40 t _xenolift_fn_80019978
0000000100071ac0 t _xenolift_fn_80019980
0000000100071b00 t _xenolift_fn_80019984
0000000100071ba0 t _xenolift_fn_80019990
0000000100071be0 t _xenolift_fn_80019998
0000000100071cb0 t _xenolift_fn_8001999C
0000000100071d00 t _xenolift_fn_800199A0
0000000100071d40 t _xenolift_fn_800199A4
0000000100071d70 t _xenolift_fn_800199AC
0000000100071e20 t _xenolift_fn_800199B0
0000000100071eb0 t _xenolift_fn_800199B4
0000000100071f30 t _xenolift_fn_800199B8
0000000100071fa0 t _xenolift_fn_800199BC
0000000100071ff0 t _xenolift_fn_800199C0
0000000100072020 t _xenolift_fn_800199D0
